review,sentiment,tagalog
It's still wild stuff though and is highly recommended to fans of giallo cinema.,1,Ito ay pa rin ng ligaw na mga bagay-bagay bagaman at ay lubos na inirerekomenda sa mga tagahanga ng mga Giallo cinema.
The movie was very interesting from beginning to the end.,1,Ang pelikula ay napaka-kagiliw-giliw na mula sa simula sa dulo.
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.,1,Nagustuhan ko ang paraan Dustin Hoffman ni karakter ay handa na gawin lamang tungkol sa lahat na manatili sa kanyang anak na lalaki.
This movie is also revealing.,1,Ang pelikula na ito ay din nagsisiwalat.
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.",1,"Personal, tingin ko ito ay nagpapakita na ang mga tao ay dapat malaman upang makahanap ng isang kompromiso ang mga ito sa sarili nang hindi na kinasasangkutan ng ibang tao sa isyu."
And it was boring.,0,At ito ay mainip.
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.",0,"kaya ako pagod ng clichés na lang tamad pagsulat, at dito sila ay darating sa makapal at mabilis."
PS the only scene in the movie that was cool is when the central character finds her room blown up.,1,PS ang tanging eksena sa pelikula na noon ay cool na ay kapag nakakahanap ng mga sentral na karakter kanyang silid tinatangay ng hangin up.
"It's a fresh, subtle, and rather sublime effect.",1,"Ito ay isang sariwang, madaya, at sa halip kahanga-hanga epekto."
"An Italian reviewer called this ""a small, great film,"" and that's right.",1,"Hinahain ang Italian reviewer na tinatawag na ito ""isang maliit, mahusay na pelikula,"" at iyon ang tama."
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.",1,"Ang lahat ng mga aktor magbigay ng isang kahanga-hangang pagganap, lalo Jennifer Rubin bilang Jamie Harris, na nagbabago mula sa nervous starlet sa simula sa pamamagitan ng mga kakaibang kaganapan na siya ay bahagi ng sa cool na bituin."
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.",1,"Ikaw ay matututong ng maraming tungkol sa mga tunay na sa loob emosyon ng mga tao sa pelikulang ito, at isang pulutong tungkol sa pelikula ng negosyo mismo."
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.",1,"Ang pelikula sa mga sitwasyon ng pelikula sa simula at sa pamamagitan ng laro na nilalaro sa kanya sa pamamagitan ng ""kumikilos coach"" ay kamangha-manghang."
Also the music by Mark Snow is possibly the best score I've ever heard.,1,Gayundin ang musika sa pamamagitan ng Mark Snow ay marahil ang pinakamahusay na iskor kailanman ko na narinig.
You won't forget this movie!,1,Ikaw ay kalimutan ang pelikulang ito!
Why was this film made?,0,Bakit ito film na ginawa?
The film has an ultra-cheap look to it.,0,Ang pelikula ay may isang ultra-murang tumingin dito.
The result is a film that just don't look right.,0,Ang resulta ay isang pelikula na lang hindi mukhang tama.
None of them are engaging or exciting.,0,Wala sa mga ito ay nakaka-engganyo o kapana-panabik.
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.,0,Ang balangkas ay walang katuturang na hindi interes sa pinakamaliit na bagay o may anumang pagiging natatangi nito.
The Foreigner is not worth one second of your time.,0,Foreigner ay hindi katumbas ng halaga ng isang segundo ng iyong oras.
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.",1,"Nakita ko ito bilang isang bata sa TV pabalik sa 1973, kapag ito ay ""Ang taong hindi kilala"" at ako minamahal ito."
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.,1,Ngunit ang dalawahang-tinig sa pagitan ng mga astronaut at ang kanyang mga doktor sa simula ng pelikula ay isang perpektong exchange kung isinasaalang-alang ng isa na ang pelikulang ito ay ginawa rin sa Cold War at pinakamalaking takot sa mga astronaut ay na siya ay nag-crash sa USSR.
This movie is so awesome!,1,Ang pelikula na ito ay kaya kahanga-hangang!
"I loved it, it was really scary.",1,"mahal ko ito, ito ay talagang nakakatakot."
I love the Scream movies and all horror movies and this one ranks way up there.,1,Mahal ko ang hiyawan pelikula at lahat ng horror movies at ang isang ito nagra-rank ng mga paraan up doon.
If you want a real scare rent this one!,1,Kung nais mo ang isang tunay na pananakot rentahan ang isa!
10/10,1,10/10
This is an extraordinary film.,1,Ito ay isang hindi pangkaraniwang mga pelikula.
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.",1,"Bilang isang courtroom drama, ito ay nakapanghihimok, bilang isang demanda sa Amerikanong sistema ng katarungan, ito ay nakakatakot."
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.",1,"Film na ito nagha-highlight sa pangunahing mga flaws ng mga legal na proseso, na ito ay hindi tungkol sa pagtuklas ng pagkakasala o kawalan ng kasalanan, ngunit sa halip, ay tungkol sa kung sino regalo mas mahusay sa hukuman."
"The film is well paced, understated and one of the best courtroom documentaries I've seen.",1,"Ang pelikula ay mahusay na bilis, understated at isa sa mga pinakamahusay na dokumentaryo silid-hukuman na iyong nakita ko."
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.,1,Ito halos routine katotohanan-based TV drama makakakuha ng isang mapalakas mula sa pagganap ng multa sa pamamagitan Cole.
"Predictable, but not a bad watch.",1,"Predictable, ngunit hindi isang masamang panonood."
It was clear that she had the range and ability to pull off this part.,1,Iyon ay malinaw na siya ay nagkaroon ng range at kakayahan upang hilahin off ang bahaging ito.
She carries the movie well.,1,Siya ay nagdadala sa pelikula rin.
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.,1,Constantine ay nagbibigay sa lahat ng bagay sa tamang intensity at tila na magkaroon ng isang mabuting pang-unawa ng ang kalakip na sikolohikal na motivations.
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.",1,"Ito ay kahanga-hanga at kagila upang panoorin, at Umaasa ako na ito ay makakakuha ng inilabas muli sa sa video o DVD."
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.",0,"Paano ito piraso ng basura ay kailanman pinakawalan ay lampas sa akin: ang pag-arte, ang kuwento, ang mga character, ang sinasabing espesyal na effects, atbp ... ito ay ang lahat ng mali."
"In fact, this stinker smells like a direct-to-video release.",0,"Sa katunayan, ito stinker smells tulad ng isang direktang-to-video release."
Avoid at ALL costs!,0,Iwasan sa lahat ng mga gastos!
Star Trek V The final Frontier is the worst in the series.,0,Star Trek V Ang huling Frontier ay ang pinakamasama sa mga serye.
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.",0,"Ang arte mula sa lahat ng kasangkot kasama na rito yaong tulad Shatner at Nimoy ay masama at hugasan out at paggawa ng mga ito ay tila tulad ng lumang bilang tumingin sila sa totoong buhay, ang mga espesyal na mga epekto ay hindi kaakit-akit tulad ng kapag Spock ay may upang iligtas Kirk sa isang jet pack kapag siya ay bumaba pababa mula sa isang bundok."
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.,0,Ang mga pagtatangka sa humor ay nakakaawa at kuwento ay kaya kakila-kilabot na ito does not oso pag-iisip tungkol sa kung aling isa lamang ay nagsasangkot ng isang Vulcan pagnanakaw ng Enterprise upang mahanap diyos (seryoso) Katatapos ko lamang ay hindi pag-aalaga tungkol sa alinman sa film na ito at oh hindi upang mailakip ang Uhura ginagawa isang tiyan sayaw upang mang-abala male guards.
The only place good for this film is in the garbage.,0,Ang tanging lugar na mabuti para sa film na ito ay nasa basura.
The worst one of the series.,0,Ang pinakamasama isa sa mga serye.
Editing: The editing of this film was phenomenal in my opinion.,1,Ang pag-edit: Ang pag-edit ng pelikula na ito ay kahanga-hanga sa aking opinyon.
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.",1,"Kapag ang isang kanta ay maaaring ipaliwanag ang mga damdamin ng mga paksa mas mahusay na, tulad ng kapag kapus-palad buhay Jay Adams 'ay isang paksa ng usapan, ang awit Old Man sa pamamagitan ng Neil Young ay nilalaro, na evokes maraming damdamin."
Cinematography: The film was shot in an interesting way.,1,Cinematography: Ang pelikula ay kinunan sa isang kawili-wiling paraan.
"Of course the footage from the 70s was grainy, but that only enhanced the film.",1,"Siyempre ang footage mula sa 70s ay may butil-butil, ngunit na lamang pinahusay na sa pelikula."
This film offers many delights and surprises.,1,Film na ito ay nag-aalok ng maraming mga delights at sorpresa.
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.",1,"Kapag Achille at Philippa nang maganda duetuhan mula sa ""Don Giovanni"" na ganap na naglalarawan ng kanilang sitwasyon sa pelikula, pinapahalagahan mo ang banayad na patong ng mga ito mahusay na film."
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.,1,Ang kuwento unfolds sa ika-18 siglo Jutland at ang paggamit ng panahon ng musika-play sa panahon ng mga instrumento ay isa lamang mas pinong ugnay.
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.,1,Nagbahagi ka katangi-tanging kagalakan General Loewenhielm sa kanyang pakikibahagi sa Cailles en Sarcophage kahit na ikaw ay nanonood ng isang pelikula - ngunit gawin mo wish para lamang ng isang maliit na sample upang magkaroon ng lasa.
But this understated film leaves a lasting impression.,1,Ngunit ito understated film dahon ng isang pangmatagalang impression.
The warmth it generates is in contrast to its austere backdrop.,1,Ang init na bumubuo nito ay sa kaibahan sa kanyang mabagsik na backdrop.
You will leave the theater wanting to go out and dance under the stars.,1,Makikita mo iwan ang teatro kinakapos upang pumunta out at sumayaw sa ilalim ng mga bituin.
"The acting, as you'd expect from this cast, is top notch.",1,"kumikilos ang, tulad ng gusto mong asahan mula sa cast na ito, ay nangunguna."
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.",1,"Ang mga character ay fleshed out nakakagulat rin, lalo na Grimes at Blake, at lahat ng mga aktor maghatid ng kanilang mga biglaang script na linya sa pamamagitan lamang ng tamang dami ng deadpan magsalitang hindi tapat upang gawin ang mga dialogue parehong maingay at masaya at parang totoo."
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.",1,"Angus Scrimm din lumiliko sa isang mahusay na pagganap sa isang medyo maiksing ngunit madaling maalala ang papel bilang ang malumanay menacing, violin-paglalaro anatomist Doctor Quinn."
Conclusion - I loved it.,1,Konklusyon - minamahal ito ko.
It's a long time since I was so entertained by a movie.,1,Ito ay isang mahabang panahon dahil sa gayon ako ay naaaliw sa pamamagitan ng isang pelikula.
I struggle to find anything bad to say about it.,1,Ako pakikibaka upang makahanap ng anumang bagay masamang sabihin ang tungkol dito.
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.",1,"Markahan ang aking mga salita, ito ay isa sa mga uri ng pagsamba pelikula tulad ng Evil Dead 2 o Phantasm na ang mga tao pa rin ang pagtuklas at bumabagsak sa pag-ibig na may 20, 30, 40 taon down ang linya."
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.",1,"Kahanga-kataka-taka na ito kahanga-hangang pelikula ay ginawa sa 1949, tulad ng Hollywood sa pangkalahatan ay may kanyang kolektibong ulo sa buhangin hinggil black and white na mga isyu sa oras na iyon."
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.",1,"film Ang nararapat malakas na paggalang para sa pagkuha nitong stand, dahil sa pagkakaroon ng pambihirang kumikilos mula sa kanyang halos mas mababang mga kilalang cast at para sa mga super-intelligent script na ay hindi mang-insulto sa madla o gawin ang madaling paraan out pagdating sa puting kapootang panlahi."
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!",1,"Plus, na may sa halip katamtaman na badyet sa pelikula at mabilis na tumatakbo ang oras, ito ay isang amazing trabaho!"
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.,1,Juano Hernandez (isang katangi-tanging artista na nag-play pagsuporta sa tungkulin sa maraming mga pelikula ng panahon) ay isang proud itim na tao kung sino ang inakusahan ng murdering isang puting tao sa South.
Trumbull on I LOVE LUCY).,1,Trumbull sa I LOVE LUCY).
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.,1,Tingnan ito sa iyong mga anak kung mayroon kang isang pagkakataon - ito ay buksan up ng ilang mga kahanga-hangang mga dialog tungkol sa kung paano malayo lahi relasyon ay may dumating sa huling 50 taon.
See both films if you can.,1,Tingnan pareho films kung maaari mong.
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.",1,"Ito ay sa taong iyon, gayunpaman, na mapaalalahanan sa amin na Huston ay pa rin sa tuktok ng kanyang laro tulad ng evinced sa pamamagitan ng kanyang tapat na paglalapat ng acclaimed novella James Joyce ni ""The Dead."
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.",1,"Damdamin, mga saloobin ... discomfort ni Gabriel sa panahon ng sayaw ... ang lahat ng mga intangibles tumalon sa buhay at darating kayang sundin ng tumitingin sa ni Huston pagguhit."
Very disappointed and wondered how it could be in the Oscar shortlist.,0,Very nasiyahan at nagtaka kung paano ito ay maaaring maging sa Oscar shortlist.
It's very slow.,0,Ito ay napaka-mabagal.
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.,0,Lot ng mga butas sa isang lagay ng lupa: walang tungkol sa kung paano siya ay naging ang emperador; walang tungkol sa kung saan siya ay gumastos ng 20 taon sa pagitan ng kanyang pagkabata at mature edad.
) Don't waste your time.,0,) Huwag mag-aksaya ang iyong oras.
End of Days is one of the worst big-budget action movies I've ever seen.,0,Dulo ng mga Araw ay isa sa mga pinakamasama big-budget movies action na kailanman ko na nakita.
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.,0,Siya tiyak ay hindi alam kung paano gumawa ng magkaugnay na pagkilos ng pelikula mula sa mga senaryo ng mga Air Force One na lang obligado na isulat ang script lamang para sa isang malaking kabuuan ng pera.
This was one of the worst films i have ever seen.,0,Ito ay isa sa mga pinakamasama pelikula kailanman i nakita.
I'm still trying to get over how bad it was.,0,Pa rin sinusubukan ko upang makakuha ng sa kung paano masamang ito ay.
This movie is possibly one of the most creative works of horror ever.,1,Ang pelikula na ito ay marahil ang isa sa mga pinaka-creative mga gawa ng horror kailanman.
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.",1,"Ito ay may lahat ng bagay maaari kang gusto ... suspense, drama, comedy, nakakalito subplots, Katutubong Amerikano, utak eating ... Kung naghahanap ka para sa be-lahat, end-lahat ng brainsucking movies, tumingin walang karagdagang."
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.",1,"""Gamit ang mahusay na mga sound effects, at kahanga-hangang mga special effect, hindi ko maaaring magrekomenda pelikulang ito sapat."
"Call me a nut, but I think this is one of the best movies ever.",1,"Tumawag ako ng isang kulay ng nuwes, ngunit sa tingin ko ito ay isa sa mga pinakamahusay na pelikula kailanman."
Great character actors Telly Savalas and Peter Boyle.,1,Mahusay na karakter aktor Telly Savalas at Peter Boyle.
"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?",0,"1 oras 54 minuto ng purong tedium, melodrama at kakila-kilabot na kumikilos, ang gulo ng isang script, at isang paglubog pakiramdam ng MAHUSAY Panginoon, ano ang iniisip nila?"
Lots of holes in the script.,0,Maraming butas sa script.
It's like a bad two hour TV movie.,0,Ito ay tulad ng isang masamang dalawang oras sa TV ng pelikula.
Now imagine that every single one of those decisions was made wrong.,0,Ngayon isipin na ang bawat solong isa sa mga pagpapasya ay ginawa mali.
The dialogue is atrocious.,0,Dialogue ay napakasama.
The acting is beyond abysmal.,0,Kumikilos ay lampas sa hindi masukat.
Everything stinks.,0,Lahat ng bagay stinks.
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.",0,"Problema ay, ang pagsulat at nagtutulak make itong imposible upang magtatag ng mga bagay na gumawa ng isang pelikula watchable, tulad ng karakter, kuwento, tema at iba pa."
"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.",0,"Mas masahol pa, mayroong isang hindi kapani-paniwalang mahina sub-plot itinapon sa na sinusundan ng isang maliit na band ng mga huling araw Mansonites bilang sila pumunta pagkatapos ng isang reporter kung sino ang nagtatrabaho sa isang kuwento sa anibersaryo ng pagpaslang."
"It's dumb and pointless, and a complete waste of time.",0,"Ito ay pipi at walang kabuluhan, at ang isang kumpletong-aksaya ng oras."
"In short, don't bother with this movie.",0,"Sa madaling salita, huwag mag-abala na may ganitong pelikula."
"I won't spoil it, but the ending in pretty amazing.",1,"Hindi ko palayawin ito, ngunit ang mga nagtatapos sa pretty amazing."
"The best scene in the movie is at the end, but I won't spoil it.",1,"Ang pinakamahusay na mga eksena sa pelikula ay sa dulo, ngunit hindi ko sayangin ito."
"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!",1,"Kung nagkaroon man ng isang pahiwatig ng isang manunulat at kakayahang ng direktor upang ipakita ang kombinasyon ng dalawang mataas salawahan temperaments sa isang tuluy-tuloy na unyon ng pagiging malikhain, at pagkatapos ay ito ay ito!"
"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.",1,"Ang resulta ay isang planta ng elektrisidad achievement, na ginawa mas napapanahon ngayon marahil dahil sa mga nakakagambala fascination ating kultura na may tanyag, at ito ay magulong interpretations ng katanyagan."
A film not easily forgotten.,1,Ang isang film hindi madaling nakalimutan.
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.",1,"Ngunit, Kevin Spacey ay isang mahusay na, pandiwang tsunami tulad Buddy Ackerman at ganap believable dahil siya ay isang mahusay na aktor."
The scripting of the subtle comedy is unmatched by any movie in recent years.,1,Ang scripting ng banayad comedy ay walang kaparis sa pamamagitan ng anumang pelikula sa mga nakaraang taon.
"The characters are interesting, even if a bit predictable.",1,"Ang mga character ay kawili-wili, kahit na ang isang bit predictable."
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!",1,"Lubos na inirerekomenda para sa lahat ng edad, bagaman ang mas bata set ay malamang na hindi pinahahalagahan ang ilan sa mga mas banayad na mga sanggunian, sila ay tiyak na pinasasalamatan ang isang bangkang de kusina scene sa mga partikular na!"
Great movie!,1,Mahusay pelikula!
Also the story and acting were weak.,0,Gayundin ang kuwento at pag-arte ay mahina.
"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.",0,"Bandang alas 16:00 Binili ko ito, bandang alas 20:00 ako nagsimula upang panoorin, bandang alas 20:15 Ako mabilis na maipasa ang mga natitirang mga pelikula upang makita kung diyan ay kahit ano hinayaang watchable para sa isang tao na may isang utak ... ngunit nagkaroon hindi."
"Either way, it sucks.",0,"Alinman sa dalawa, ito sucks."
The script is horrendously stupid.,0,Ang script ay kakila bobo.
The story starts too fast with absolutely no suspense or build-up in the slightest.,0,Ang kuwento ay nagsisimula masyadong mabilis na may ganap na walang pag-aalinlangan o build-up sa slightest.
Everything Captain Howdy says is either laughable or just plain stupid.,0,Everything Captain Howdy sabi ay alinman sa katawa-tawa o lamang payak na boba.
What the hell kind of crap is that?!,0,Ano ang impiyerno uri ng tae ay na ?!
"Then, there's the plot holes.",0,"Pagkatapos, naroon ang isang lagay ng lupa butas."
You could drive a semi truck into these holes!,0,Maaari kang humimok ng isang semi trak sa mga butas!
Linda Cardellini is the only thing good in this film.,1,Linda Cardellini ay ang tanging bagay na mahusay sa film na ito.
She's poised and amazing.,1,Siya ay poised at amazing.
Dee Snider just plain sucks.,0,Dee Snider lamang plain sucks.
"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?",0,"Hindi siya maaaring kumilos (ang isa sa mga hindi bababa sa nakakatakot villains kailanman ko na nakita), hindi siya maaaring sumulat (siya ay sumulat na ito damn movie sa kanyang pagtulog?"
I was bored throughout the whole damn thing.,0,Nainis ako sa buong ang buong bagay damn.
"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.",0,"Kumikilos sucks, ang music sucks, ang script sucks, ang pacing sucks, ang mga espesyal na FX pagsuso, ang pamamahala sucks ... isa lamang, ang pelikulang ito sucks."
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.,0,Film na ito ay sumusubok na maging isang malubhang at sopistikadong thriller / horror flick at ito nabigo nang abang-aba.
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.,0,Marahil ito ay isa sa mga hindi bababa sa mabisa at lubos na karaniwan pelikula kailanman ko na nakita sa aking buong buhay.
A piece of cinematic garbage captured on celluloid.,0,Ang isang piraso ng cinematic basura nakunan sa seluloid.
Avoid at any and all costs.,0,Iwasan ang anumang at lahat ng mga gastos.
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.",0,"Sa anumang rate ito film stinks, ang hindi nakakatuwa, at Fulci dapat may nagtutulog sa Giallo at supernatural zombie movies."
Avoid this film at all costs.,0,Iwasan ang film na ito sa lahat ng mga gastos.
"I don't know what happened in Season Five, what a mess.",0,"Hindi ko alam kung ano ang nangyari sa Season Five, ang gulo."
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.,0,Ang tanging pare-pareho thread na may hawak na mga serye ng sama-sama ang mga kahanga-hangang performances of Leni Parker at Anita Laselva bilang dalawang Taelons sa tahimik idealogical salungatan.
Now this is a movie I really dislike.,0,Ngayon na ito ay isang pelikula ko talagang huwag gustuhin.
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.,0,Ito ay isa sa mga pinaka boring Horror pelikula mula sa 90 ng higit sa lahat dahil ito ay nagsisimula mabagal at mga sentro sa isang boring na kapaligiran.
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.",0,"Ang mga papet hitsura talagang cheesy, hindi sa isang mahusay na paraan tulad ng sa Puppet Master 80 ng flicks."
"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.",0,"Ang kuwento ay pilay, hindi kawili-wili at HINDI talaga nagpapaliwanag ang malas pinagmulan ng mga papet."
There aren't death scenes like in previous movies and the f/x are terrible.,0,May mga hindi na eksena kamatayan tulad ng sa nakaraang mga pelikula at ang f / x ay kahila-hilakbot.
"I felt asleep the first time I watched it, so I can recommend it for insomniacs.",0,"Nadama ko nakatulog sa unang pagkakataon ko napanood ito, kaya maaari ko inirerekumenda ito para sa mga insomniacs."
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.",1,"Ang katotohanan ay, ito pelikula ay isang kahanga-hangang, nakakabagbag-damdamin kuwento tungkol sa dalawang tao habol ang kanilang mga pangarap."
"The best part about ""Nurse Betty"" is it's unpredictability.",1,"Ang pinakamagandang bahagi tungkol sa ""Nurse Betty"" ay ito ni unpredictability."
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",1,"Director Neil LaBute ay gumagamit ng brutal na karahasan sa hiwalay na mga pangarap mula sa katotohanan, at kasama ang makabagbag-damdamin drama, at masayang-maingay komedya, hindi mo masasabi kung ano ang pagpunta sa mangyayari susunod."
"Otherwise, don't even waste your time on this.",0,"Kung hindi man, huwag kahit na-aksaya ng iyong oras sa ito."
This one just fails to create any real suspense.,0,isa na ito lamang ay nabigong gumawa ng anumang tunay na pag-aalinlangan.
"As for the killer, don't expect anything original or even remotely frightening.",0,"Tulad ng para sa mga mamamatay, huwag asahan ang anumang bagay orihinal o kahit malayuan nakakatakot."
"There is, however, some pretty good acting (at least, for this type of film).",1,"Mayroon, subalit, ang ilang mga pretty magandang kumikilos (hindi bababa sa, para sa ganitong uri ng pelikula)."
I'm so sorry but I really can't recommend it to anyone.,0,ako kaya paumanhin ngunit ko talagang hindi maaaring inirerekumenda ito sa sinuman.
"One of the most boring,pointless movies I have ever seen.",0,"Isa sa mga pinaka boring, walang kahulugan pelikula kailanman ko na nakita."
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.,0,Ang pangalawang lagay ng lupa linya ay hindi kayang unawain at ang kanyang kaugnayan sa mga pangunahing balangkas ng linya ay mystifying.
Hated it.,0,Kinasusuklaman ito.
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.,0,Ito ay isa sa mga pinakamasamang Sandra Bullock movie dahil Speed ​​2 Ngunit hindi masyadong masamang na.
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!",0,"hindi ko maintindihan kung paano ito ng basura nakuha sa istante ng tindahan ng pelikula, ito ay hindi kahit na isang tunay na pelikula!"
I highly doubt that anyone could ever like this trash.,0,Ako mataas na agam na sinuman ay maaaring kailanman tulad ng basura ito.
This is not movie-making.,0,Ito ay hindi paggawa ng pelikula.
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.",0,"Kumikilos ay tulad ng panonood ng mga kahoy na papet paglipat sa paligid at pagbasa mula sa isang libro, na kung paano masamang ito ay."
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!",0,"Kaya ako dito upang balaan ka - HUWAG RENTA MOVIE NA ITO, ito ay ang dumbest bagay hindi mo pa nakikita!"
I saw this short film on HBO the other day and absolutely loved it.,1,Nakita ko ang maikling pelikula sa HBO sa iba pang mga araw at talagang mahal ito.
I didn't realize how wonderful the short really is until the last two scenes.,1,Hindi ko mapagtanto kung paano kahanga-hangang ang maikling talagang hanggang sa huling dalawang eksena.
Excellent short film.,1,Magaling maikling pelikula.
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.",1,"Sana, ang direktor James Cox ay maaaring i-on ang maikling sa isang tampok na haba ng pelikula na may parehong cast, o manalo sa amin sa paglipas ng sa isang buong bagong film."
"I agree with Jessica, this movie is pretty bad.",0,"Sumasang-ayon ako na may Jessica, pelikula na ito ay medyo masama."
"Characters are one-dimensional, even the good guys and especially the bad guys.",0,"Ang mga character ay isa-dimensional, kahit na ang mabuting guys at lalo na ang masamang guys."
The story line is totally predictable.,0,Ang linya ng kuwento ay ganap na predictable.
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.",1,"Hindi marami dialogue, hindi magkano ang musika, ang buong pelikula ay pagbaril ng elaborately at aesthetically tulad ng isang iskultura."
I've seen soap operas more intelligent than this movie.,0,Nakita ko na soap operas mas matalino kaysa sa pelikulang ito.
"Bad characters, bad story and bad acting.",0,"Bad character, masamang kuwento at masamang pag-arte."
Really awful.,0,Talagang nakalulungkot.
Not easy to watch.,0,Hindi madaling upang panoorin.
"Funny, clever, hip - just like Pray's previous film, Hype!",1,"Nakakatawa, matalino, hip - tulad ng nakaraang film ni Pray, Hype!"
